Crop_name,N,P,K,DAP,Urea,MOP
Wheat,120,15,57,97.82608695652173,0.0,5.0
Wheat,105,15,77,97.82608695652173,0.0,0
Wheat,90,55,2,10.869565217391305,0.0,96.66666666666667
Wheat,120,15,32,97.82608695652173,0.0,46.666666666666664
Wheat,100,20,37,86.95652173913044,0.0,38.333333333333336
Wheat,115,15,62,97.82608695652173,0.0,0
Wheat,15,15,7,97.82608695652173,0.0,88.33333333333333
Wheat,90,55,12,10.869565217391305,0.0,80.0
Wheat,25,60,62,0,206.52173913043478,0
Wheat,90,60,32,0,65.21739130434783,46.666666666666664
Wheat,55,30,77,65.21739130434783,0.0,0
Wheat,35,15,77,97.82608695652173,0.0,0
Wheat,105,35,42,54.34782608695652,0.0,30.0
Wheat,10,20,7,86.95652173913044,0.0,88.33333333333333
Wheat,85,65,62,0,76.08695652173913,0
Wheat,40,40,62,43.47826086956522,0.0,0
Wheat,120,25,12,76.08695652173913,0.0,80.0
Wheat,105,30,72,65.21739130434783,0.0,0
Wheat,125,25,12,76.08695652173913,49.51690821256039,80.0
Wheat,115,45,67,32.608695652173914,0.0,0
Wheat,110,25,67,76.08695652173913,0.0,0
Wheat,75,60,32,0,97.82608695652173,46.666666666666664
Wheat,75,15,42,97.82608695652173,0.0,30.0
Wheat,60,15,67,97.82608695652173,0.0,0
Wheat,125,30,47,65.21739130434783,49.51690821256039,21.666666666666668
Wheat,15,15,57,97.82608695652173,0.0,5.0
Wheat,25,20,77,86.95652173913044,0.0,0
Wheat,75,60,77,0,97.82608695652173,0
Wheat,40,65,12,0,173.91304347826087,80.0
Wheat,60,65,57,0,130.43478260869566,5.0
Wheat,80,45,12,32.608695652173914,0.0,80.0
Wheat,85,50,62,21.73913043478261,0.0,0
Wheat,100,20,72,86.95652173913044,0.0,0
Wheat,70,40,22,43.47826086956522,0.0,63.333333333333336
Wheat,105,20,72,86.95652173913044,0.0,0
Wheat,25,20,37,86.95652173913044,0.0,38.333333333333336
Wheat,70,60,7,0,108.69565217391305,88.33333333333333
Wheat,55,20,62,86.95652173913044,0.0,0
Wheat,25,40,52,43.47826086956522,0.0,13.333333333333334
Wheat,25,20,7,86.95652173913044,0.0,88.33333333333333
Wheat,30,60,77,0,195.65217391304347,0
Wheat,65,15,2,97.82608695652173,0.0,96.66666666666667
Wheat,65,30,47,65.21739130434783,0.0,21.666666666666668
Wheat,20,50,67,21.73913043478261,0.0,0
Wheat,30,30,47,65.21739130434783,0.0,21.666666666666668
Wheat,50,40,67,43.47826086956522,0.0,0
Wheat,50,30,27,65.21739130434783,0.0,55.0
Wheat,100,45,57,32.608695652173914,0.0,5.0
Wheat,50,45,62,32.608695652173914,0.0,0
Wheat,115,45,67,32.608695652173914,0.0,0
Wheat,115,30,32,65.21739130434783,0.0,46.666666666666664
Wheat,115,50,7,21.73913043478261,0.0,88.33333333333333
Wheat,60,35,7,54.34782608695652,0.0,88.33333333333333
Wheat,85,40,2,43.47826086956522,0.0,96.66666666666667
Wheat,105,60,17,0,32.608695652173914,71.66666666666667
Wheat,15,60,52,0,228.2608695652174,13.333333333333334
Wheat,120,10,62,108.69565217391305,0.0,0
Wheat,85,60,22,0,76.08695652173913,63.333333333333336
Wheat,45,25,7,76.08695652173913,0.0,88.33333333333333
Wheat,70,35,22,54.34782608695652,0.0,63.333333333333336
Wheat,100,45,57,32.608695652173914,0.0,5.0
Wheat,60,40,67,43.47826086956522,0.0,0
Wheat,35,25,37,76.08695652173913,0.0,38.333333333333336
Wheat,95,60,57,0,54.34782608695652,5.0
Wheat,60,30,7,65.21739130434783,0.0,88.33333333333333
Wheat,25,35,72,54.34782608695652,0.0,0
Wheat,120,30,12,65.21739130434783,0.0,80.0
Wheat,60,15,22,97.82608695652173,0.0,63.333333333333336
Wheat,25,45,77,32.608695652173914,0.0,0
Wheat,35,30,57,65.21739130434783,0.0,5.0
Wheat,80,15,12,97.82608695652173,0.0,80.0
Wheat,15,15,67,97.82608695652173,0.0,0
Wheat,45,65,2,0,163.04347826086956,96.66666666666667
Wheat,125,40,67,43.47826086956522,49.51690821256039,0
Wheat,45,15,57,97.82608695652173,0.0,5.0
Wheat,45,10,7,108.69565217391305,0.0,88.33333333333333
Wheat,40,45,37,32.608695652173914,0.0,38.333333333333336
Wheat,15,55,37,10.869565217391305,0.0,38.333333333333336
Wheat,45,50,57,21.73913043478261,0.0,5.0
Wheat,35,25,32,76.08695652173913,0.0,46.666666666666664
Wheat,90,45,2,32.608695652173914,0.0,96.66666666666667
Wheat,120,30,72,65.21739130434783,0.0,0
Wheat,90,65,7,0,65.21739130434783,88.33333333333333
Wheat,40,55,7,10.869565217391305,0.0,88.33333333333333
Wheat,30,65,42,0,195.65217391304347,30.0
Wheat,35,40,22,43.47826086956522,0.0,63.333333333333336
Wheat,50,55,62,10.869565217391305,0.0,0
Wheat,55,10,17,108.69565217391305,0.0,71.66666666666667
Wheat,80,50,37,21.73913043478261,0.0,38.333333333333336
Wheat,95,35,62,54.34782608695652,0.0,0
Wheat,40,60,42,0,173.91304347826087,30.0
Wheat,65,60,17,0,119.56521739130434,71.66666666666667
Wheat,15,15,62,97.82608695652173,0.0,0
Wheat,10,25,2,76.08695652173913,0.0,96.66666666666667
Wheat,90,65,67,0,65.21739130434783,0
Wheat,125,20,57,86.95652173913044,49.51690821256039,5.0
Wheat,55,40,32,43.47826086956522,0.0,46.666666666666664
Wheat,110,50,77,21.73913043478261,0.0,0
Wheat,80,15,77,97.82608695652173,0.0,0
Wheat,20,20,47,86.95652173913044,0.0,21.666666666666668
Wheat,125,30,52,65.21739130434783,49.51690821256039,13.333333333333334
Wheat,105,10,67,108.69565217391305,0.0,0
Wheat,70,25,2,76.08695652173913,0.0,96.66666666666667
Wheat,125,45,42,32.608695652173914,49.51690821256039,30.0
Wheat,35,50,22,21.73913043478261,0.0,63.333333333333336
Wheat,80,50,72,21.73913043478261,0.0,0
Wheat,70,10,57,108.69565217391305,0.0,5.0
Wheat,110,50,7,21.73913043478261,0.0,88.33333333333333
Wheat,50,40,32,43.47826086956522,0.0,46.666666666666664
Wheat,100,35,52,54.34782608695652,0.0,13.333333333333334
Wheat,85,30,32,65.21739130434783,0.0,46.666666666666664
Wheat,20,45,2,32.608695652173914,0.0,96.66666666666667
Wheat,90,25,47,76.08695652173913,0.0,21.666666666666668
Wheat,45,15,62,97.82608695652173,0.0,0
Wheat,25,10,32,108.69565217391305,0.0,46.666666666666664
Wheat,30,65,17,0,195.65217391304347,71.66666666666667
Wheat,125,35,37,54.34782608695652,49.51690821256039,38.333333333333336
Wheat,60,55,2,10.869565217391305,0.0,96.66666666666667
Wheat,110,45,72,32.608695652173914,0.0,0
Wheat,30,15,27,97.82608695652173,0.0,55.0
Wheat,10,40,17,43.47826086956522,0.0,71.66666666666667
Wheat,100,45,67,32.608695652173914,0.0,0
Wheat,40,20,7,86.95652173913044,0.0,88.33333333333333
Wheat,85,30,62,65.21739130434783,0.0,0
Wheat,55,60,67,0,141.30434782608697,0
Wheat,20,20,77,86.95652173913044,0.0,0
Wheat,75,40,72,43.47826086956522,0.0,0
Wheat,40,25,12,76.08695652173913,0.0,80.0
Wheat,40,40,42,43.47826086956522,0.0,30.0
Wheat,55,50,27,21.73913043478261,0.0,55.0
Wheat,105,60,42,0,32.608695652173914,30.0
Wheat,125,60,27,0,-10.869565217391305,55.0
Wheat,50,40,67,43.47826086956522,0.0,0
Wheat,35,35,57,54.34782608695652,0.0,5.0
Wheat,15,50,27,21.73913043478261,0.0,55.0
Wheat,95,35,22,54.34782608695652,0.0,63.333333333333336
Wheat,60,20,17,86.95652173913044,0.0,71.66666666666667
Wheat,120,65,37,86.95652173913044,0.0,38.333333333333336
Wheat,35,40,67,43.47826086956522,0.0,0
Wheat,15,20,27,86.95652173913044,0.0,55.0
Wheat,50,45,47,32.608695652173914,0.0,21.666666666666668
Wheat,90,60,7,0,65.21739130434783,88.33333333333333
Wheat,65,35,67,54.34782608695652,0.0,0
Wheat,10,15,2,97.82608695652173,0.0,96.66666666666667
Wheat,80,65,27,0,86.95652173913044,55.0
Wheat,20,50,72,21.73913043478261,0.0,0
Wheat,110,60,57,0,21.73913043478261,5.0
Wheat,75,20,77,86.95652173913044,0.0,0
Wheat,55,30,37,65.21739130434783,0.0,38.333333333333336
Wheat,100,65,57,0,43.47826086956522,5.0
Wheat,30,25,17,76.08695652173913,0.0,71.66666666666667
Wheat,105,35,52,54.34782608695652,0.0,13.333333333333334
Wheat,40,55,17,10.869565217391305,0.0,71.66666666666667
Wheat,80,65,62,0,86.95652173913044,0
Wheat,10,65,77,0,239.1304347826087,0
Wheat,40,55,27,10.869565217391305,0.0,55.0
Wheat,55,55,47,10.869565217391305,0.0,21.666666666666668
Wheat,35,25,2,76.08695652173913,0.0,96.66666666666667
Wheat,25,20,27,86.95652173913044,0.0,55.0
Wheat,70,35,52,54.34782608695652,0.0,13.333333333333334
Wheat,115,10,2,108.69565217391305,0.0,96.66666666666667
Wheat,100,55,72,10.869565217391305,0.0,0
Wheat,10,35,17,54.34782608695652,0.0,71.66666666666667
Wheat,35,60,62,0,184.7826086956522,0
Wheat,50,15,2,97.82608695652173,0.0,96.66666666666667
Wheat,25,60,72,0,206.52173913043478,0
Wheat,110,60,42,0,21.73913043478261,30.0
Wheat,60,55,47,10.869565217391305,0.0,21.666666666666668
Wheat,25,60,62,0,206.52173913043478,0
Wheat,30,40,47,43.47826086956522,0.0,21.666666666666668
Wheat,10,35,12,54.34782608695652,0.0,80.0
Wheat,115,45,32,32.608695652173914,0.0,46.666666666666664
Wheat,110,10,47,108.69565217391305,0.0,21.666666666666668
Wheat,90,40,57,43.47826086956522,0.0,5.0
Wheat,45,15,42,97.82608695652173,0.0,30.0
Wheat,120,60,7,97.82608695652173,0.0,88.33333333333333
Wheat,100,15,37,97.82608695652173,0.0,38.333333333333336
Wheat,95,50,72,21.73913043478261,0.0,0
Wheat,55,50,7,21.73913043478261,0.0,88.33333333333333
Wheat,100,30,72,65.21739130434783,0.0,0
Wheat,30,25,37,76.08695652173913,0.0,38.333333333333336
Wheat,85,15,77,97.82608695652173,0.0,0
Wheat,65,25,42,76.08695652173913,0.0,30.0
Wheat,95,25,7,76.08695652173913,0.0,88.33333333333333
Wheat,70,40,12,43.47826086956522,0.0,80.0
Wheat,85,55,52,10.869565217391305,0.0,13.333333333333334
Wheat,40,10,47,108.69565217391305,0.0,21.666666666666668
Wheat,115,20,27,86.95652173913044,0.0,55.0
Wheat,20,50,67,21.73913043478261,0.0,0
Wheat,110,65,32,0,21.73913043478261,46.666666666666664
Wheat,105,25,52,76.08695652173913,0.0,13.333333333333334
Wheat,120,10,2,108.69565217391305,0.0,96.66666666666667
Wheat,10,40,62,43.47826086956522,0.0,0
Wheat,100,25,22,76.08695652173913,0.0,63.333333333333336
Wheat,55,10,57,108.69565217391305,0.0,5.0
Wheat,40,55,57,10.869565217391305,0.0,5.0
Wheat,50,10,57,108.69565217391305,0.0,5.0
Wheat,45,15,27,97.82608695652173,0.0,55.0
Wheat,45,15,57,97.82608695652173,0.0,5.0
Wheat,125,35,17,54.34782608695652,49.51690821256039,71.66666666666667
Wheat,90,65,72,0,65.21739130434783,0
Wheat,110,55,57,10.869565217391305,0.0,5.0
Wheat,60,30,67,65.21739130434783,0.0,0
Wheat,55,35,17,54.34782608695652,0.0,71.66666666666667
Wheat,90,25,57,76.08695652173913,0.0,5.0
Wheat,35,55,17,10.869565217391305,0.0,71.66666666666667
Wheat,35,60,2,0,184.7826086956522,96.66666666666667
Wheat,60,25,12,76.08695652173913,0.0,80.0
Wheat,70,10,2,108.69565217391305,0.0,96.66666666666667
Wheat,25,30,77,65.21739130434783,0.0,0
Wheat,105,65,52,0,32.608695652173914,13.333333333333334
Wheat,100,60,2,0,43.47826086956522,96.66666666666667
Wheat,95,20,57,86.95652173913044,0.0,5.0
Wheat,65,35,17,54.34782608695652,0.0,71.66666666666667
Wheat,125,30,2,65.21739130434783,49.51690821256039,96.66666666666667
Wheat,100,65,42,0,43.47826086956522,30.0
Wheat,10,50,57,21.73913043478261,0.0,5.0
Wheat,125,35,27,54.34782608695652,49.51690821256039,55.0
Wheat,105,35,22,54.34782608695652,0.0,63.333333333333336
Wheat,80,40,17,43.47826086956522,0.0,71.66666666666667
Wheat,25,25,42,76.08695652173913,0.0,30.0
Wheat,105,20,57,86.95652173913044,0.0,5.0
Wheat,90,15,77,97.82608695652173,0.0,0
Wheat,55,10,7,108.69565217391305,0.0,88.33333333333333
Wheat,65,30,37,65.21739130434783,0.0,38.333333333333336
Wheat,70,10,17,108.69565217391305,0.0,71.66666666666667
Wheat,10,25,37,76.08695652173913,0.0,38.333333333333336
Wheat,90,65,57,0,65.21739130434783,5.0
Wheat,40,65,2,0,173.91304347826087,96.66666666666667
Wheat,120,30,32,65.21739130434783,0.0,46.666666666666664
Wheat,70,40,32,43.47826086956522,0.0,46.666666666666664
Wheat,35,15,22,97.82608695652173,0.0,63.333333333333336
Wheat,80,60,37,0,86.95652173913044,38.333333333333336
Wheat,120,35,7,54.34782608695652,0.0,88.33333333333333
Wheat,55,30,27,65.21739130434783,0.0,55.0
Wheat,100,35,27,54.34782608695652,0.0,55.0
Wheat,55,35,32,54.34782608695652,0.0,46.666666666666664
Wheat,40,60,42,0,173.91304347826087,30.0
Wheat,40,30,67,65.21739130434783,0.0,0
Wheat,50,35,17,54.34782608695652,0.0,71.66666666666667
Wheat,30,30,17,65.21739130434783,0.0,71.66666666666667
Wheat,95,20,22,86.95652173913044,0.0,63.333333333333336
Wheat,100,30,72,65.21739130434783,0.0,0
Wheat,75,45,52,32.608695652173914,0.0,13.333333333333334
Wheat,65,30,17,65.21739130434783,0.0,71.66666666666667
Wheat,55,30,27,65.21739130434783,0.0,55.0
Wheat,10,10,52,108.69565217391305,0.0,13.333333333333334
Wheat,100,20,22,86.95652173913044,0.0,63.333333333333336
Wheat,55,30,57,65.21739130434783,0.0,5.0
Wheat,25,35,22,54.34782608695652,0.0,63.333333333333336
Wheat,85,25,72,76.08695652173913,0.0,0
Wheat,50,30,12,65.21739130434783,0.0,80.0
Wheat,70,65,37,0,108.69565217391305,38.333333333333336
Wheat,100,15,12,97.82608695652173,0.0,80.0
Wheat,20,30,27,65.21739130434783,0.0,55.0
Wheat,110,30,67,65.21739130434783,0.0,0
Wheat,60,20,57,86.95652173913044,0.0,5.0
Wheat,105,35,72,54.34782608695652,0.0,0
Wheat,40,10,77,108.69565217391305,0.0,0
Wheat,95,55,62,10.869565217391305,0.0,0
Wheat,60,20,2,86.95652173913044,0.0,96.66666666666667
Wheat,95,15,42,97.82608695652173,0.0,30.0
Wheat,115,10,42,108.69565217391305,0.0,30.0
Wheat,15,40,17,43.47826086956522,0.0,71.66666666666667
Wheat,25,15,47,97.82608695652173,0.0,21.666666666666668
Wheat,85,40,57,43.47826086956522,0.0,5.0
Wheat,80,45,2,32.608695652173914,0.0,96.66666666666667
Wheat,55,15,22,97.82608695652173,0.0,63.333333333333336
Wheat,55,50,27,21.73913043478261,0.0,55.0
Wheat,90,15,27,97.82608695652173,0.0,55.0
Wheat,10,65,62,0,239.1304347826087,0
Wheat,60,45,2,32.608695652173914,0.0,96.66666666666667
Wheat,125,25,57,76.08695652173913,49.51690821256039,5.0
Wheat,125,20,7,86.95652173913044,49.51690821256039,88.33333333333333
Wheat,120,55,72,10.869565217391305,0.0,0
Wheat,10,45,42,32.608695652173914,0.0,30.0
Wheat,70,40,67,43.47826086956522,0.0,0
Wheat,70,40,57,43.47826086956522,0.0,5.0
Wheat,20,35,67,54.34782608695652,0.0,0
Wheat,120,25,57,76.08695652173913,0.0,5.0
Wheat,55,15,52,97.82608695652173,0.0,13.333333333333334
Wheat,105,20,62,86.95652173913044,0.0,0
Wheat,90,40,27,43.47826086956522,0.0,55.0
Wheat,70,45,57,32.608695652173914,0.0,5.0
Wheat,45,45,22,32.608695652173914,0.0,63.333333333333336
Wheat,50,45,12,32.608695652173914,0.0,80.0
Wheat,105,30,77,65.21739130434783,0.0,0
Wheat,110,15,2,97.82608695652173,0.0,96.66666666666667
Wheat,105,25,27,76.08695652173913,0.0,55.0
Wheat,90,40,47,43.47826086956522,0.0,21.666666666666668
Wheat,50,10,7,108.69565217391305,0.0,88.33333333333333
Wheat,20,55,67,10.869565217391305,0.0,0
Wheat,15,25,37,76.08695652173913,0.0,38.333333333333336
Wheat,80,45,42,32.608695652173914,0.0,30.0
Wheat,100,15,62,97.82608695652173,0.0,0
Wheat,40,45,12,32.608695652173914,0.0,80.0
Wheat,50,10,37,108.69565217391305,0.0,38.333333333333336
Wheat,65,60,47,0,119.56521739130434,21.666666666666668
Wheat,95,15,2,97.82608695652173,0.0,96.66666666666667
Wheat,30,25,12,76.08695652173913,0.0,80.0
Wheat,10,30,67,65.21739130434783,0.0,0
Wheat,50,40,12,43.47826086956522,0.0,80.0
Wheat,125,45,47,32.608695652173914,49.51690821256039,21.666666666666668
Wheat,80,55,77,10.869565217391305,0.0,0
Wheat,45,40,42,43.47826086956522,0.0,30.0
Wheat,65,65,12,0,119.56521739130434,80.0
Wheat,105,45,52,32.608695652173914,0.0,13.333333333333334
Wheat,90,30,57,65.21739130434783,0.0,5.0
Wheat,125,45,62,32.608695652173914,49.51690821256039,0
Wheat,95,15,57,97.82608695652173,0.0,5.0
Wheat,70,20,57,86.95652173913044,0.0,5.0
Wheat,125,10,42,108.69565217391305,49.51690821256039,30.0
Wheat,35,40,27,43.47826086956522,0.0,55.0
Wheat,90,30,7,65.21739130434783,0.0,88.33333333333333
Wheat,65,50,77,21.73913043478261,0.0,0
Wheat,125,15,17,97.82608695652173,49.51690821256039,71.66666666666667
Wheat,120,45,7,32.608695652173914,0.0,88.33333333333333
Wheat,95,20,2,86.95652173913044,0.0,96.66666666666667
Wheat,40,60,47,0,173.91304347826087,21.666666666666668
Wheat,85,30,27,65.21739130434783,0.0,55.0
Wheat,65,35,52,54.34782608695652,0.0,13.333333333333334
Wheat,85,45,37,32.608695652173914,0.0,38.333333333333336
Wheat,105,55,12,10.869565217391305,0.0,80.0
Wheat,85,60,37,0,76.08695652173913,38.333333333333336
Wheat,35,25,77,76.08695652173913,0.0,0
Wheat,65,35,62,54.34782608695652,0.0,0
Wheat,85,10,17,108.69565217391305,0.0,71.66666666666667
Wheat,20,40,67,43.47826086956522,0.0,0
Wheat,70,60,77,0,108.69565217391305,0
Wheat,50,20,22,86.95652173913044,0.0,63.333333333333336
Wheat,40,50,57,21.73913043478261,0.0,5.0
Wheat,95,40,17,43.47826086956522,0.0,71.66666666666667
Wheat,40,30,67,65.21739130434783,0.0,0
Wheat,15,65,52,0,228.2608695652174,13.333333333333334
Wheat,75,20,22,86.95652173913044,0.0,63.333333333333336
Wheat,60,20,22,86.95652173913044,0.0,63.333333333333336
Wheat,20,15,7,97.82608695652173,0.0,88.33333333333333
Wheat,25,60,57,0,206.52173913043478,5.0
Wheat,50,50,47,21.73913043478261,0.0,21.666666666666668
Wheat,25,50,72,21.73913043478261,0.0,0
Wheat,115,60,77,0,10.869565217391305,0
Wheat,10,35,57,54.34782608695652,0.0,5.0
Wheat,110,20,27,86.95652173913044,0.0,55.0
Wheat,120,15,52,97.82608695652173,0.0,13.333333333333334
Wheat,115,60,22,0,10.869565217391305,63.333333333333336
Wheat,100,35,72,54.34782608695652,0.0,0
Wheat,50,40,67,43.47826086956522,0.0,0
Wheat,60,35,42,54.34782608695652,0.0,30.0
Wheat,100,45,67,32.608695652173914,0.0,0
Wheat,75,20,67,86.95652173913044,0.0,0
Wheat,65,50,12,21.73913043478261,0.0,80.0
Wheat,10,50,67,21.73913043478261,0.0,0
Wheat,70,20,72,86.95652173913044,0.0,0
Wheat,50,65,77,0,152.17391304347825,0
Wheat,120,55,67,10.869565217391305,0.0,0
Wheat,80,40,7,43.47826086956522,0.0,88.33333333333333
Wheat,10,65,57,0,239.1304347826087,5.0
Wheat,35,25,42,76.08695652173913,0.0,30.0
Wheat,10,50,52,21.73913043478261,0.0,13.333333333333334
Wheat,120,35,62,54.34782608695652,0.0,0
Wheat,30,55,22,10.869565217391305,0.0,63.333333333333336
Wheat,10,15,2,97.82608695652173,0.0,96.66666666666667
Wheat,100,15,67,97.82608695652173,0.0,0
Wheat,40,30,62,65.21739130434783,0.0,0
Wheat,85,20,27,86.95652173913044,0.0,55.0
Wheat,125,50,37,21.73913043478261,49.51690821256039,38.333333333333336
Wheat,45,30,42,65.21739130434783,0.0,30.0
Wheat,10,15,62,97.82608695652173,0.0,0
Wheat,20,20,77,86.95652173913044,0.0,0
Wheat,120,25,2,76.08695652173913,0.0,96.66666666666667
Wheat,45,50,7,21.73913043478261,0.0,88.33333333333333
Wheat,110,25,72,76.08695652173913,0.0,0
Wheat,20,20,27,86.95652173913044,0.0,55.0
Wheat,120,15,27,97.82608695652173,0.0,55.0
Wheat,35,30,12,65.21739130434783,0.0,80.0
Wheat,50,35,77,54.34782608695652,0.0,0
Wheat,85,55,7,10.869565217391305,0.0,88.33333333333333
Wheat,50,50,37,21.73913043478261,0.0,38.333333333333336
Wheat,85,60,52,0,76.08695652173913,13.333333333333334
Wheat,75,20,17,86.95652173913044,0.0,71.66666666666667
